customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,rfm_score_str,rfm_total,segment,segment_description
C100430,33.0,24,365052.27,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100431,31.0,9,121381.26,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100432,13.0,14,354581.52,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100433,417.0,6,182633.59,1,2,3,123,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100434,1.0,12,412597.93,5,3,4,534,12,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100435,675.0,1,14022.69,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100436,510.0,12,440804.07,1,3,4,134,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100437,221.0,2,69960.34,2,1,2,212,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100439,47.0,1,3911.26,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100440,378.0,1,2918.78,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100441,31.0,16,135135.38999999998,3,4,3,343,10,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100442,84.0,5,76484.05,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100443,10.0,50,1049389.0,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100444,549.0,8,171726.87,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100445,140.0,12,260885.02,2,3,4,234,9,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100446,6.0,23,374120.78,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100447,27.0,38,412335.02,3,5,4,354,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100448,230.0,21,198838.73,1,4,3,143,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100449,962.0,2,38910.99,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100450,84.0,12,105954.59,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100451,34.0,0,0.0,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100452,244.0,4,36065.72,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100453,282.0,2,85742.14,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100454,6.0,77,1464259.5,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100455,611.0,4,19661.29,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100456,495.0,7,64388.68,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100457,20.0,23,555945.12,4,4,5,445,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100458,20.0,19,349382.3,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100459,79.0,48,1033370.06,2,5,5,255,12,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100460,190.0,16,435566.44,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100461,215.0,19,300965.88,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100462,185.0,6,131590.03,2,2,3,223,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100463,120.0,4,39235.52,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100464,187.0,9,78766.24,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100465,252.0,2,47694.95,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100466,3.0,4,53022.4,5,2,2,522,9,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100468,18.0,8,69128.6,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100469,429.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100470,52.0,1,9354.27,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100471,267.0,6,54975.7,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100473,1.0,8,85824.04000000001,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100474,55.0,3,71594.34,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100475,24.0,1,21327.73,4,1,1,411,6,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100476,99.0,11,89014.15,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100477,8.0,20,439854.85,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100478,3.0,81,1445814.26,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100480,2.0,5,77515.54000000001,5,2,2,522,9,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100481,8.0,1,5404.18,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100482,43.0,26,537076.05,3,4,5,345,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100483,112.0,0,0.0,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100484,737.0,3,6541.880000000001,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100485,8.0,91,1733853.86,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100486,7.0,13,251669.23,5,3,4,534,12,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100487,65.0,9,115011.08,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100488,30.0,12,121625.61,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100489,661.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100490,22.0,21,715599.07,4,4,5,445,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100491,4.0,11,193713.64,5,3,3,533,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100493,148.0,2,45389.27,2,1,2,212,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100494,35.0,8,69943.42,3,3,2,332,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100496,28.0,12,132340.6,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100498,131.0,24,425413.7,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100499,325.0,1,22174.45,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100500,91.0,4,57436.43,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100501,6.0,13,164609.88,5,3,3,533,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100503,48.0,4,69042.03,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100504,1.0,43,646799.49,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100505,436.0,1,4194.94,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100506,404.0,3,49921.98,1,1,2,112,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100507,17.0,79,1152180.15,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100508,521.0,5,63153.91,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100509,9.0,122,2846958.44,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100510,6.0,47,748402.75,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100511,98.0,8,82412.07,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100513,61.0,12,344921.12,3,3,4,334,10,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100514,8.0,8,87599.66,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100516,121.0,0,0.0,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100517,5.0,23,533971.19,5,4,5,545,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100518,6.0,59,859598.99,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100520,138.0,10,133874.37,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100521,24.0,73,1105288.17,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100522,10.0,93,1638844.62,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100523,42.0,6,51221.44,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100524,276.0,3,25571.4,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100525,21.0,103,1492732.71,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100526,101.0,18,399833.48,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100527,42.0,14,133795.18,3,4,3,343,10,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100528,122.0,15,266490.97,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100529,54.0,3,33942.77,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100530,361.0,4,21451.33,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100531,22.0,1,4287.28,4,1,1,411,6,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100532,26.0,31,555119.14,3,5,5,355,13,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100533,6.0,3,26929.26,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100534,597.0,4,22722.26,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100535,455.0,9,39342.03,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100536,13.0,77,1493576.6,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100537,238.0,10,134897.56,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100538,1.0,0,0.0,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100539,213.0,24,555752.62,2,4,5,245,11,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100540,432.0,8,72727.77,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100541,514.0,8,151708.92,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100542,29.0,0,0.0,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100543,340.0,1,2769.19,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100544,44.0,5,31385.58,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100545,23.0,11,134715.73,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100546,2.0,45,960910.35,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100547,1.0,27,741280.01,5,4,5,545,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100548,12.0,41,790962.42,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100549,10.0,4,40571.24,4,2,2,422,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100550,23.0,8,146371.0,4,3,3,433,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100551,114.0,4,83473.62,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100552,124.0,14,346523.53,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100553,80.0,3,12102.25,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100554,13.0,68,1294114.42,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100555,238.0,7,286822.27,1,3,4,134,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100556,8.0,2,11790.8,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100557,3.0,27,415973.58,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100558,18.0,37,486620.25,4,5,4,454,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100559,0.0,9,88894.74,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100560,178.0,4,41558.52,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100561,2.0,9,132964.8,5,3,3,533,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100562,11.0,7,87459.73,4,3,2,432,9,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100563,312.0,5,129915.92,1,2,3,123,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100564,3.0,0,0.0,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100565,46.0,7,100048.41,3,3,2,332,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100566,888.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100567,125.0,7,65527.02,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100568,58.0,16,211771.8,3,4,3,343,10,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100569,25.0,118,2061544.16,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100570,9.0,10,260363.5,4,3,4,434,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100571,459.0,2,5216.96,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100572,58.0,22,344093.36,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100573,9.0,4,67360.23,4,2,2,422,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100574,247.0,7,63855.36,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100575,8.0,8,80052.7,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100576,43.0,24,317929.36,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100577,94.0,5,21786.27,2,2,1,221,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100578,20.0,19,222814.32,4,4,3,443,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100579,7.0,2,12896.58,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100580,71.0,6,43608.34,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100581,3.0,45,838449.19,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100582,8.0,11,103381.43,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100583,33.0,7,94374.06,3,3,2,332,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100584,10.0,3,16897.39,4,1,1,411,6,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100585,290.0,6,94933.19,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100586,71.0,3,29756.61,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100587,7.0,35,591440.85,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100588,104.0,14,270000.89,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100589,28.0,12,171028.41,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100590,12.0,125,2209285.12,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100591,61.0,23,481583.3,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100592,5.0,24,439024.04,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100593,0.0,3,29009.04,5,1,1,511,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100594,11.0,1,18655.52,4,1,1,411,6,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100595,3.0,107,1542759.55,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100596,103.0,7,65420.7,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100597,1013.0,4,9003.880000000001,1,2,1,121,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100598,23.0,5,19619.54,4,2,1,421,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100599,1.0,21,245534.48,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100600,14.0,48,1181324.57,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100601,2.0,29,439475.31,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100602,62.0,26,275179.44,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100603,97.0,2,23164.61,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100604,8.0,23,389400.36,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100606,163.0,3,34838.29,2,1,2,212,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100607,3.0,23,445815.85,5,4,4,544,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100608,229.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100609,116.0,4,24170.96,2,2,1,221,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100610,348.0,1,16507.58,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100611,14.0,104,2097695.84,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100612,145.0,11,91822.76,2,3,2,232,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100613,44.0,6,109482.35,3,2,3,323,8,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100614,38.0,14,103931.12,3,4,2,342,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100616,40.0,3,41029.17,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100617,88.0,9,106740.18,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100618,59.0,3,24640.300000000003,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100619,10.0,44,619931.48,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100620,140.0,32,363715.66,2,5,4,254,11,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100621,2.0,28,557931.62,5,4,5,545,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100622,101.0,12,209170.55,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100623,21.0,2,42437.32,4,1,2,412,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100624,8.0,47,1076385.13,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100625,1.0,42,638578.07,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100626,784.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100627,33.0,19,113421.88,3,4,3,343,10,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100628,896.0,7,180884.04,1,3,3,133,7,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100629,99.0,15,303039.28,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100630,21.0,30,734720.23,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100631,456.0,14,298117.19,1,4,4,144,9,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100632,19.0,10,263031.76,4,3,4,434,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100633,267.0,4,62595.33,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100634,32.0,7,382543.89,3,3,4,334,10,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100635,27.0,108,2158357.26,3,5,5,355,13,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100636,53.0,33,326722.68,3,5,4,354,12,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100637,1.0,83,1562689.22,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100639,27.0,33,515768.32,3,5,5,355,13,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100640,18.0,3,89346.16,4,1,2,412,7,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100641,594.0,7,88110.46,1,3,2,132,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100642,4.0,52,1042618.13,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100643,43.0,16,234493.12,3,4,4,344,11,Loyal Customers,"Buy regularly and spend well. Upsell higher-value products, ask for reviews/referrals."
C100644,7.0,8,263583.65,5,3,4,534,12,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100647,16.0,14,263956.1,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100648,438.0,5,104200.16,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100649,39.0,10,143634.28,3,3,3,333,9,Needs Attention,Above-average scores but not standout on any dimension. Targeted engagement.
C100651,796.0,1,7929.66,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100652,781.0,0,0.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100653,5.0,2,92518.91,5,1,2,512,8,New Customers,"Bought recently but not often yet. Onboard well, build early habit."
C100654,10.0,57,1457724.13,4,5,5,455,14,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100655,83.0,10,151800.07,2,3,3,233,8,At Risk,Used to purchase frequently/high value but haven't returned recently. Win-back campaigns needed urgently.
C100656,4.0,70,1046329.0,5,5,5,555,15,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100657,123.0,29,580822.35,2,4,5,245,11,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100658,52.0,1,101007.53,3,1,2,312,6,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100659,57.0,0,0.0,3,1,1,311,5,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100660,490.0,3,9681.5,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100661,11.0,22,479046.94,4,4,4,444,12,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100663,87.0,3,48767.95999999999,2,1,2,212,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100664,8.0,9,41930.41,5,3,2,532,10,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100665,200.0,4,72068.1,2,2,2,222,6,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100666,16.0,13,420123.88,4,3,4,434,11,Potential Loyalists,Recent customers with decent frequency/spend. Nurture with loyalty programs.
C100667,36.0,4,90998.35,3,2,2,322,7,Hibernating,"Low recency, frequency, and monetary. Low-cost reactivation or let go."
C100668,126.0,21,383447.78,2,4,4,244,10,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
C100669,211.0,3,25298.46,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100670,127.0,0,0.0,2,1,1,211,4,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100671,488.0,3,22416.0,1,1,1,111,3,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100672,480.0,6,83346.4,1,2,2,122,5,Lost Customers,Lowest RFM scores across the board. Minimal investment; occasional win-back only.
C100673,15.0,30,495907.95,4,5,4,454,13,Champions,"Bought recently, buy often, spend the most. Reward them -- they can become brand advocates."
C100674,129.0,30,673683.05,2,5,5,255,12,Can't Lose Them,Made big purchases historically but haven't returned in a long time. High-touch retention outreach.
