customer_id,recommended_action,action_reason,clv_category,risk_category,expected_clv_12m
C101526,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,341959.27
C101527,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,68444.33
C101528,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2294.53
C101530,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,571013.57
C101532,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,497.76
C101533,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,348764.57
C101534,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.2/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,23335.08
C101535,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,29307.72
C101536,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,37266.73
C101537,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,142982.99
C101538,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,12554.82
C101540,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2052.92
C101541,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,626334.55
C101542,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,143523.04
C101543,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,221987.88
C101544,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,573.16
C101545,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,35011.77
C101546,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9750.83
C101547,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9487.72
C101548,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,340.51
C101549,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2144.04
C101550,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,600981.68
C101551,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1995.81
C101552,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,584294.14
C101553,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,130811.28
C101554,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,29192.16
C101555,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,98625.66
C101556,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,30713.55
C101557,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,18138.06
C101558,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,497714.47
C101559,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,688406.01
C101560,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,17566.88
C101561,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,86291.98
C101562,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,10588.08
C101563,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,214940.93
C101564,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,65384.64
C101565,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.7/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Low,21987.38
C101566,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,470.16
C101567,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,12421.88
C101568,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4003.48
C101569,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,224581.4
C101570,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,187923.86
C101571,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,21143.67
C101572,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2061.8
C101573,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,351045.21
C101574,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,250421.53
C101575,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,747395.35
C101576,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,324.27
C101577,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,512.73
C101578,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,31325.14
C101579,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,18956.27
C101580,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,962.28
C101581,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,36603.51
C101582,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,631539.71
C101583,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,684784.89
C101584,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9820.67
C101585,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,785601.69
C101586,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,907.28
C101587,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2965.6
C101588,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,278946.59
C101589,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,6522.19
C101590,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,721166.55
C101591,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,522928.29
C101592,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,570703.57
C101593,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,134664.91
C101594,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,363622.47
C101595,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,132435.84
C101596,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,703319.98
C101597,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,695.2
C101598,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2452.92
C101599,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4185.9
C101600,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,22320.01
C101601,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Low,34441.56
C101602,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,660977.69
C101603,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,82255.38
C101604,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,37022.21
C101605,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,210201.45
C101606,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.7/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,37915.97
C101607,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,578739.24
C101608,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,443.87
C101609,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1213.49
C101610,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,24929.86
C101611,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9144.17
C101612,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.5/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,56172.22
C101613,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,467288.98
C101614,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,16902.99
C101615,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,495.25
C101616,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,14767.54
C101617,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,37390.6
C101618,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,541.04
C101619,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5039.06
C101620,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,21517.99
C101621,CROSS_SELL,Purchases across 3 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,37372.32
C101622,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,56740.96
C101623,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.7/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,24568.92
C101624,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.3/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,30724.13
C101625,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,957199.67
C101626,CROSS_SELL,Purchases across 11 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,31919.79
C101627,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,783637.38
C101628,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7169.44
C101629,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5592.86
C101630,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,572925.43
C101631,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,114222.31
C101633,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,328.66
C101634,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,56754.12
C101635,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2477.99
C101636,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,360934.54
C101637,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,255471.72
C101638,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,215755.22
C101639,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,14915.65
C101640,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,14721.0
C101641,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,6579.59
C101642,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.7/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,42310.25
C101643,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,982.31
C101644,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,537364.01
C101646,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,17381.76
C101647,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,355582.92
C101649,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,17823.51
C101650,CROSS_SELL,Purchases across 11 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,63315.69
C101651,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,550.11
C101652,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,114142.89
C101653,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,397312.63
C101654,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,75603.7
C101655,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,119847.36
C101656,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,108986.99
C101659,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,19303.9
C101660,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,200727.55
C101661,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,23669.8
C101662,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.5/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,27000.97
C101663,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,594095.4
C101664,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,131510.8
C101665,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5799.51
C101666,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,71495.08
C101667,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,814212.92
C101668,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1628.68
C101669,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,215015.8
C101670,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7836.28
C101671,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5449.32
C101672,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,29965.4
C101673,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,95383.17
C101674,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,14527.45
C101675,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,45460.28
C101676,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,337.58
C101677,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,545575.16
C101678,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1935.13
C101679,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,284.85
C101680,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,11893.61
C101681,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1329.41
C101682,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,263127.6
C101683,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,439369.51
C101684,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,115246.39
C101685,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2284.43
C101686,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,231844.84
C101687,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,267579.1
C101688,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,363696.7
C101689,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,81487.92
C101690,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,401.72
C101691,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,784961.9
C101692,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1125.09
C101693,CROSS_SELL,Purchases across 4 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,48871.56
C101694,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4313.75
C101695,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,85789.58
C101696,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2370.78
C101697,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,346.76
C101698,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,422133.06
C101699,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,271836.18
C101700,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,692.64
C101701,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,18793.9
C101702,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,724586.18
C101703,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,75968.0
C101704,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,198905.08
C101705,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,481278.44
C101706,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,279461.59
C101707,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,18067.8
C101708,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,74843.49
C101709,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,688170.12
C101710,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,6866.04
C101711,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,602.16
C101712,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,888.02
C101713,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,15911.73
C101714,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,37632.39
C101715,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,71332.71
C101716,CROSS_SELL,Purchases across 7 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,51094.25
C101717,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1218.41
C101718,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,542739.37
C101719,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,313.95
C101720,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,160668.66
C101721,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,234579.87
C101722,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,843.5
C101723,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4282.23
C101724,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,263277.37
C101725,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.5/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,46990.18
C101726,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,561839.7
C101727,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,70195.73
C101728,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,31213.04
C101729,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,532485.13
C101730,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,17957.48
